epoch,learning_rate,train_loss,train_accuracy_percent,val_loss,val_accuracy_percent,train_samples,val_samples
1,0.00100000,2.30320668,11.2222,2.29032803,21.0000,900,100
2,0.00099500,2.15616059,24.2222,1.28317261,59.0000,900,100
3,0.00099003,0.80045819,73.6667,0.40071490,87.0000,900,100
