epoch,learning_rate,train_loss,train_accuracy_percent,val_loss,val_accuracy_percent,train_samples,val_samples
1,0.00100000,2.29469347,12.6667,2.27790880,34.0000,900,100
2,0.00099500,1.28383315,60.0000,0.68827176,76.0000,900,100
3,0.00099003,0.51153439,84.1111,0.24275209,92.0000,900,100
