epoch,learning_rate,train_loss,train_accuracy_percent,val_loss,val_accuracy_percent,train_samples,val_samples
1,0.00100000,2.30275536,8.4444,2.30239844,7.0000,900,100
2,0.00099500,2.30262065,8.5556,2.30222344,10.0000,900,100
3,0.00099003,2.30247688,7.8889,2.30225778,4.0000,900,100
