epoch,learning_rate,train_loss,train_accuracy_percent,val_loss,val_accuracy_percent,train_samples,val_samples
1,0.00300000,2.34168410,7.5556,2.27772450,5.0000,900,100
2,0.00298500,2.30784798,12.2222,2.30931997,8.0000,900,100
