epoch,learning_rate,train_loss,train_accuracy_percent,val_loss,val_accuracy_percent,train_samples,val_samples
1,0.00300000,1.85928380,35.2222,1.21399021,62.0000,900,100
2,0.00298500,0.89893150,72.5556,0.93014467,71.0000,900,100
3,0.00297008,0.73605925,79.0000,0.93101048,70.0000,900,100
